3.6	-0.005	0.003
3.6	-0.003333333	0.003
3.6	-0.003333333	0.003
3.6	-0.003333333	0.003
3.6	-0.003333333	0.003
3.6	-0.003333333	0.003
3.6	-0.003333333	0.003
3.6	-0.003333333	0.003
3.6	-0.003333333	0.002
3.6	-0.003333333	0.002
3.6	-0.003333333	0.002
3.6	-0.003333333	0.002
3.6	-0.003333333	0.002
3.7	-0.003333333	0.002
3.7	-0.003333333	0.002
3.7	-0.003333333	0.002
3.7	-0.003333333	0.002
3.7	-0.003333333	0.002
3.7	-0.003333333	0.002
3.7	-0.003333333	0.002
3.7	-0.003333333	0.002
3.7	-0.003333333	0.002
3.7	-0.003333333	0.002
3.7	-0.003333333	0.002
3.7	-0.003333333	0.002
3.7	-0.003333333	0.002
3.7	-0.003333333	0.002
3.7	-0.003333333	0.002
3.7	-0.003333333	0.002
3.7	-0.003333333	0.002
3.7	-0.005	0.001
3.7	-0.005	0.001
3.7	-0.006666667	0.001
3.7	-0.006666667	0.001
3.7	-0.006666667	0.001
3.6	-0.01	0.001
3.6	-0.01	0.001
3.6	-0.01	0.001
3.6	-0.011666667	0.001
3.6	-0.013333333	0
3.6	-0.015	0
3.6	-0.015	0
3.6	-0.015	0
3.6	-0.015	0
3.6	-0.015	0
3.5	-0.013333333	0
3.5	-0.015	0
3.5	-0.015	0
3.5	-0.015	0
3.5	-0.015	0
3.5	-0.015	0
3.5	-0.015	0
3.4	-0.015	0
3.4	-0.013333333	0
3.4	-0.013333333	0
3.4	-0.013333333	0
3.4	-0.013333333	0
3.4	-0.013333333	0
3.4	-0.015	0
3.3	-0.015	0
3.3	-0.015	0
3.4	-0.015	0
3.4	-0.013333333	0
3.5	-0.018333333	0
3.6	-0.016666667	0
4	-0.013333333	0
4.4	-0.006666667	0
4.6	0	0.001
4.6	0.011666667	0.002
4.6	0.025	0.004
4.7	0.18	0.006
4.8	0.2	0.008
5	0.216666667	0.01
5.2	0.235	0.012
5.6	0.251666667	0.015
5.9	0.271666667	0.017
6	0.296666667	0.02
6.2	0.32	0.024
6.4	0.336666667	0.027
6.5	0.351666667	0.03
6.7	0.361666667	0.034
6.9	0.368333333	0.038
7.1	0.378333333	0.042
7.3	0.385	0.045
7.4	0.393333333	0.049
7.6	0.401666667	0.053
7.8	0.408333333	0.057
8	0.415	0.062
8.2	0.42	0.066
8.5	0.428333333	0.07
8.7	0.436666667	0.075
8.9	0.45	0.079
9.2	0.46	0.084
9.4	0.47	0.088
9.7	0.483333333	0.093
10	0.495	0.098
10.2	0.51	0.103
10.4	0.52	0.108
10.6	0.531666667	0.114
10.9	0.538333333	0.119
11.1	0.546666667	0.125
11.3	0.553333333	0.13
11.4	0.56	0.136
11.6	0.566666667	0.141
11.9	0.566666667	0.147
12	0.568333333	0.153
12.3	0.573333333	0.159
12.4	0.58	0.164
12.6	0.586666667	0.17
12.8	0.59	0.176
13	0.596666667	0.182
13.2	0.6	0.188
13.4	0.603333333	0.194
13.6	0.611666667	0.2
13.8	0.615	0.206
14	0.623333333	0.213
14.2	0.626666667	0.219
14.5	0.631666667	0.225
14.7	0.636666667	0.232
14.9	0.641666667	0.238
15.1	0.65	0.245
15.3	0.655	0.251
15.6	0.661666667	0.258
15.8	0.666666667	0.264
16	0.673333333	0.271
16.3	0.671666667	0.278
16.2	0.65	0.284
13.2	0.616666667	0.289
10.9	0.57	0.293
10.3	0.491666667	0.296
10.4	0.405	0.298
10.6	0.31	0.298
13	-0.031666667	0.298
13.5	-0.05	0.297
13.4	-0.046666667	0.297
13.3	-0.04	0.297
13.1	-0.031666667	0.298
12.9	-0.025	0.298
12.7	-0.02	0.298
12.5	-0.018333333	0.298
12.5	-0.02	0.298
12.5	-0.028333333	0.298
12.5	-0.026666667	0.298
12.5	-0.025	0.298
12.4	-0.021666667	0.298
12.4	-0.018333333	0.298
12.3	-0.015	0.298
12.2	-0.013333333	0.298
12.2	-0.013333333	0.298
12.2	-0.013333333	0.298
12.2	-0.011666667	0.297
12.2	-0.011666667	0.297
12.2	-0.011666667	0.297
12.1	-0.01	0.297
12.1	-0.008333333	0.297
12.1	-0.008333333	0.297
12	-0.006666667	0.297
12	-0.006666667	0.297
12	-0.006666667	0.297
12	-0.006666667	0.297
12	-0.006666667	0.297
11.9	-0.006666667	0.297
11.9	-0.006666667	0.297
11.9	-0.006666667	0.297
11.9	-0.005	0.297
11.9	-0.005	0.297
11.9	-0.005	0.297
11.9	-0.005	0.297
11.8	-0.005	0.297
11.8	-0.005	0.296
11.8	-0.005	0.296
11.8	-0.005	0.296
11.8	-0.005	0.296
11.8	-0.005	0.296
11.8	-0.005	0.296
11.8	-0.005	0.296
11.8	-0.005	0.296
11.8	-0.005	0.296
11.8	-0.005	0.296
11.8	-0.005	0.296
11.8	-0.005	0.296
11.8	-0.005	0.296
11.9	-0.005	0.296
11.9	-0.066666667	0.295
11.5	-0.161666667	0.293
9.8	-0.23	0.29
8.3	-0.298333333	0.287
7.1	-0.371666667	0.283
6.6	-0.445	0.278
6.4	-0.501666667	0.272
6.4	-0.545	0.266
6.3	-0.571666667	0.26
6.2	-0.581666667	0.254
6	-0.583333333	0.247
5.9	-0.578333333	0.241
5.7	-0.571666667	0.234
5.4	-0.558333333	0.228
5	-0.553333333	0.222
4.8	-0.546666667	0.216
4.7	-0.545	0.21
4.7	-0.545	0.204
4.7	-0.543333333	0.198
4.8	-0.535	0.192
4.7	-0.523333333	0.186
4.7	-0.51	0.18
4.7	-0.498333333	0.175
4.7	-0.488333333	0.169
4.6	-0.478333333	0.164
4.6	-0.471666667	0.159
4.6	-0.463333333	0.153
4.5	-0.451666667	0.148
4.5	-0.44	0.144
4.4	-0.431666667	0.139
4.4	-0.423333333	0.134
4.4	-0.415	0.129
4.4	-0.406666667	0.125
4.3	-0.396666667	0.12
4.3	-0.385	0.116
4.3	-0.373333333	0.112
4.2	-0.36	0.108
4.2	-0.348333333	0.104
4.2	-0.34	0.1
4.2	-0.328333333	0.097
4.1	-0.32	0.093
4.1	-0.31	0.09
4.1	-0.3	0.086
4	-0.29	0.083
4	-0.281666667	0.08
4	-0.275	0.077
4	-0.265	0.074
3.9	-0.258333333	0.071
3.9	-0.25	0.068
3.9	-0.24	0.066
3.9	-0.231666667	0.063
3.8	-0.221666667	0.061
3.8	-0.213333333	0.058
3.7	-0.203333333	0.056
