3.2 	-0.005	0
3.2 	-0.006666667	0
3.2 	-0.006666667	0
3.3 	-0.016666667	0
3.3 	-0.013333333	0
3.4 	-0.011666667	0
3.6 	-0.005	0
3.8 	0	0.001
3.9 	0.01	0.002
4.1 	0.021666667	0.003
4.2 	0.035	0.005
4.3 	0.171666667	0.007
4.4 	0.181666667	0.008
4.5 	0.191666667	0.01
4.7 	0.201666667	0.012
4.8 	0.208333333	0.014
5.0 	0.221666667	0.017
5.1 	0.226666667	0.019
5.3 	0.235	0.021
5.5 	0.248333333	0.024
5.6 	0.256666667	0.026
5.8 	0.268333333	0.029
6.0 	0.276666667	0.032
6.1 	0.283333333	0.035
6.3 	0.29	0.038
6.5 	0.295	0.041
6.7 	0.306666667	0.044
6.9 	0.313333333	0.047
7.1 	0.323333333	0.05
7.3 	0.331666667	0.053
7.5 	0.338333333	0.057
7.7 	0.346666667	0.06
7.9 	0.358333333	0.064
8.1 	0.366666667	0.067
8.3 	0.378333333	0.071
8.6 	0.386666667	0.075
8.8 	0.39	0.079
9.0 	0.398333333	0.083
9.2 	0.406666667	0.087
9.4 	0.411666667	0.091
9.6 	0.418333333	0.095
9.8 	0.425	0.1
10.0 	0.426666667	0.104
10.1 	0.433333333	0.108
10.3 	0.433333333	0.113
10.5 	0.436666667	0.117
10.7 	0.445	0.121
10.9 	0.448333333	0.126
11.0 	0.453333333	0.13
11.2 	0.456666667	0.135
11.4 	0.46	0.14
11.6 	0.465	0.144
11.8 	0.468333333	0.149
12.0 	0.473333333	0.154
12.2 	0.478333333	0.159
12.4 	0.481666667	0.163
12.6 	0.483333333	0.168
12.8 	0.486666667	0.173
13.1 	0.493333333	0.178
13.3 	0.498333333	0.183
13.5 	0.505	0.188
13.7 	0.506666667	0.193
13.9 	0.511666667	0.198
14.1 	0.513333333	0.203
14.3 	0.515	0.209
14.5 	0.521666667	0.214
14.7 	0.525	0.219
14.9 	0.53	0.224
15.1 	0.535	0.23
15.4 	0.536666667	0.235
15.6 	0.54	0.24
15.8 	0.546666667	0.246
16.0 	0.55	0.251
16.2 	0.556666667	0.257
16.4 	0.558333333	0.263
16.6 	0.561666667	0.268
16.9 	0.568333333	0.274
17.1 	0.566666667	0.28
17.1 	0.536666667	0.284
14.4 	0.511666667	0.289
12.3 	0.476666667	0.292
11.7 	0.426666667	0.295
11.5 	0.351666667	0.297
11.7 	0.27	0.297
11.9 	-0.02	0.297
12.2 	-0.063333333	0.296
12.6 	-0.063333333	0.295
12.8 	-0.06	0.295
12.9 	-0.055	0.295
